game_id,season,week,play_id,game_play_number,sequence_number,period,clock_minutes,clock_seconds,pos_team_id,home_team_id,away_team_id,home_score_start,away_score_start,yards_to_endzone_start,play_type,orig_play_type,status_completed
401856766,2026,1,401856766319,72,72,2,3,13,2628,2628,153,10,10,75,Rush,Rush,true
401856766,2026,1,401856766323,73,73,2,2,28,2628,2628,153,10,10,65,Rush,Rush,true
401856766,2026,1,401856766327,74,74,2,1,55,2628,2628,153,10,10,69,Pass Incompletion,Pass Incompletion,true
401856766,2026,1,401856766329,75,73,2,2,0,2628,2628,153,10,10,65,Timeout,Timeout,true
401856766,2026,1,401856766331,76,75,2,1,49,2628,2628,153,10,10,69,Safety,Safety,true
401856766,2026,1,401856766339,77,76,2,1,44,153,2628,153,10,12,80,Kickoff,Kickoff,true
401856766,2026,1,401856766344,78,77,2,1,33,153,2628,153,10,12,71,Pass Reception,Pass Reception,true
401856766,2026,1,401856766349,79,78,2,1,7,153,2628,153,10,12,64,Pass Incompletion,Pass Incompletion,true
401856766,2026,1,401856766352,80,79,2,1,1,153,2628,153,10,12,64,Rush,Rush,true
401856766,2026,1,401856766356,81,80,2,0,46,153,2628,153,10,12,55,Fumble Recovery (Opponent),Fumble Recovery (Opponent),true
401856766,2026,1,401856766365,82,81,2,0,43,2628,2628,153,10,12,55,Pass Incompletion,Pass Incompletion,true
401856766,2026,1,401856766368,83,82,2,0,31,2628,2628,153,10,12,55,Pass Reception,Pass Reception,true
401856766,2026,1,401856766373,84,83,2,0,29,2628,2628,153,10,12,49,Pass Incompletion,Pass Incompletion,true
401856766,2026,1,401856766375,85,82,2,0,33,2628,2628,153,10,12,55,Timeout,Timeout,true
401856766,2026,1,401856766376,86,82,2,0,33,153,2628,153,10,12,45,Timeout,Timeout,true
401856766,2026,1,401856766380,87,84,2,0,19,2628,2628,153,10,12,49,Penalty,Penalty,true
401856766,2026,1,401856766384,88,85,2,0,19,2628,2628,153,10,12,44,Penalty,Penalty,true
401856766,2026,1,401856766399,90,86,3,15,0,2628,2628,153,10,12,65,Kickoff,Kickoff,true
401856766,2026,1,401856766402,91,87,3,14,53,2628,2628,153,10,12,75,Rush,Rush,true
401856766,2026,1,401856766406,92,88,3,14,22,2628,2628,153,10,12,75,Pass Reception,Pass Reception,true
401856766,2026,1,401856766411,93,89,3,13,58,2628,2628,153,10,12,61,Rush,Rush,true
401856766,2026,1,401856766415,94,90,3,13,17,2628,2628,153,10,12,57,Rush,Rush,true
401856766,2026,1,401856766587,95,91,3,12,42,2628,2628,153,10,12,53,Rush,Rush,true
401856766,2026,1,401856766459,96,92,3,12,18,2628,2628,153,10,12,61,Rush,Rush,true
401856766,2026,1,401856766431,97,94,3,11,38,2628,2628,153,10,15,60,Fumble Recovery (Opponent),Fumble Recovery (Own),true
401856766,2026,1,401856766438,98,95,3,11,24,153,2628,153,10,12,31,Pass Reception,Pass Reception,true
401856766,2026,1,401856766443,99,96,3,11,4,153,2628,153,10,12,17,Rush,Rush,true
401856766,2026,1,401856766447,100,97,3,10,45,153,2628,153,10,12,10,Rush,Rush,true
401856766,2026,1,401856766451,101,98,3,10,8,153,2628,153,10,12,10,Pass Incompletion,Pass Incompletion,true
401856766,2026,1,401856766454,102,99,3,10,4,153,2628,153,10,12,10,Field Goal Good,Field Goal Good,true
401856766,2026,1,401856766457,103,100,3,10,4,2628,2628,153,10,15,65,Kickoff,Kickoff,true
401856766,2026,1,401856766465,104,101,3,9,55,2628,2628,153,10,15,75,Pass Reception,Pass Reception,true
401856766,2026,1,401856766470,105,102,3,9,39,2628,2628,153,10,15,68,Rush,Rush,true
401856766,2026,1,401856766474,106,103,3,8,59,2628,2628,153,10,15,66,Rush,Rush,true
